# Moku:Go Oscilloscope
# Channel A (Input 1, on), DC, 30 MHz, 1 MOhm, 10 Vpp, 1 x probe attenuation
# Channel B (Input 2, off), DC, 30 MHz, 1 MOhm, 10 Vpp, 1 x probe attenuation
# Time span 320.6 us, time offset -160.3 us, Normal acquisition mode, no averaging
# Edge trigger: Channel A, level 0.000 V, Auto mode, Rising edge, Auto sensitivity, noise reject off, HF reject off
# Output 1 (off) - Sine, 10.000 000 000 000 MHz, 1.000 0 Vpp, offset 0.000 0 V, phase 0.000 000 deg
# Output 2 (off) - Square, 50.000 000 000 kHz, 500.0 mVpp, offset 0.000 0 V, phase 0.000 000 deg, duty cycle 50.00 %
# 
# Acquired 2026-04-28 T 13:02:49 -0700
# Time (s), Channel A (Input 1) (V)
2.883200000000e-05, 2.039570e-01
2.915200000000e-05, 2.039570e-01
2.947200000000e-05, 2.027357e-01
2.979200000000e-05, 2.039570e-01
3.011200000000e-05, 2.039570e-01
3.043200000000e-05, 2.027357e-01
3.075200000000e-05, 2.039570e-01
3.107200000000e-05, 2.039570e-01
3.139200000000e-05, 2.039570e-01
3.171200000000e-05, 2.027357e-01
3.203200000000e-05, 2.039570e-01
3.235200000000e-05, 2.039570e-01
3.267200000000e-05, 2.039570e-01
3.299200000000e-05, 2.039570e-01
3.331200000000e-05, 2.027357e-01
3.363200000000e-05, 2.039570e-01
3.395200000000e-05, 2.039570e-01
3.427200000000e-05, 2.051783e-01
3.459200000000e-05, 2.039570e-01
3.491200000000e-05, 2.051783e-01
3.523200000000e-05, 2.039570e-01
3.555200000000e-05, 2.039570e-01
3.587200000000e-05, 2.039570e-01
3.619200000000e-05, 2.039570e-01
3.651200000000e-05, 2.051783e-01
3.683200000000e-05, 2.027357e-01
3.715200000000e-05, 2.039570e-01
3.747200000000e-05, 2.039570e-01
3.779200000000e-05, 2.027357e-01
3.811200000000e-05, 2.051783e-01
3.843200000000e-05, 2.039570e-01
3.875200000000e-05, 2.039570e-01
3.907200000000e-05, 2.039570e-01
3.939200000000e-05, 2.051783e-01
3.971200000000e-05, 2.051783e-01
4.003200000000e-05, 2.027357e-01
4.035200000000e-05, 2.027357e-01
4.067200000000e-05, 2.039570e-01
4.099200000000e-05, 2.027357e-01
4.131200000000e-05, 2.027357e-01
4.163200000000e-05, 2.039570e-01
4.195200000000e-05, 2.039570e-01
4.227200000000e-05, 2.039570e-01
4.259200000000e-05, 2.039570e-01
4.291200000000e-05, 2.051783e-01
4.323200000000e-05, 2.039570e-01
4.355200000000e-05, 2.051783e-01
4.387200000000e-05, 2.063996e-01
4.419200000000e-05, 2.027357e-01
4.451200000000e-05, 2.027357e-01
4.483200000000e-05, 2.039570e-01
4.515200000000e-05, 2.027357e-01
4.547200000000e-05, 2.039570e-01
4.579200000000e-05, 2.027357e-01
4.611200000000e-05, 2.027357e-01
4.643200000000e-05, 2.039570e-01
4.675200000000e-05, 2.039570e-01
4.707200000000e-05, 2.039570e-01
4.739200000000e-05, 2.027357e-01
4.771200000000e-05, 2.027357e-01
4.803200000000e-05, 2.051783e-01
4.835200000000e-05, 2.051783e-01
4.867200000000e-05, 2.051783e-01
4.899200000000e-05, 2.051783e-01
4.931200000000e-05, 2.051783e-01
4.963200000000e-05, 2.039570e-01
4.995200000000e-05, 2.039570e-01
5.027200000000e-05, 2.027357e-01
5.059200000000e-05, 2.039570e-01
5.091200000000e-05, 2.039570e-01
5.123200000000e-05, 2.039570e-01
5.155200000000e-05, 2.051783e-01
5.187200000000e-05, 2.039570e-01
5.219200000000e-05, 2.039570e-01
5.251200000000e-05, 2.063996e-01
5.283200000000e-05, 2.039570e-01
5.315200000000e-05, 2.039570e-01
5.347200000000e-05, 2.027357e-01
5.379200000000e-05, 2.039570e-01
5.411200000000e-05, 2.027357e-01
5.443200000000e-05, 2.039570e-01
5.475200000000e-05, 2.039570e-01
5.507200000000e-05, 2.039570e-01
5.539200000000e-05, 2.027357e-01
5.571200000000e-05, 2.051783e-01
5.603200000000e-05, 2.039570e-01
5.635200000000e-05, 2.027357e-01
5.667200000000e-05, 2.051783e-01
5.699200000000e-05, 2.051783e-01
5.731200000000e-05, 2.063996e-01
5.763200000000e-05, 2.039570e-01
5.795200000000e-05, 2.039570e-01
5.827200000000e-05, 2.051783e-01
5.859200000000e-05, 2.039570e-01
5.891200000000e-05, 2.039570e-01
5.923200000000e-05, 2.051783e-01
5.955200000000e-05, 2.039570e-01
5.987200000000e-05, 2.039570e-01
6.019200000000e-05, 2.027357e-01
6.051200000000e-05, 2.027357e-01
6.083200000000e-05, 2.051783e-01
6.115200000000e-05, 2.039570e-01
6.147200000000e-05, 2.051783e-01
6.179200000000e-05, 2.027357e-01
6.211200000000e-05, 2.027357e-01
6.243200000000e-05, 2.027357e-01
6.275200000000e-05, 2.051783e-01
6.307200000000e-05, 2.051783e-01
6.339200000000e-05, 2.039570e-01
6.371200000000e-05, 2.051783e-01
6.403200000000e-05, 2.051783e-01
6.435200000000e-05, 2.039570e-01
6.467200000000e-05, 2.039570e-01
6.499200000000e-05, 2.039570e-01
6.531200000000e-05, 2.039570e-01
6.563200000000e-05, 2.039570e-01
6.595200000000e-05, 2.039570e-01
6.627200000000e-05, 2.039570e-01
6.659200000000e-05, 2.051783e-01
6.691200000000e-05, 2.027357e-01
6.723200000000e-05, 2.027357e-01
6.755200000000e-05, 2.039570e-01
6.787200000000e-05, 2.063996e-01
6.819200000000e-05, 2.051783e-01
6.851200000000e-05, 2.063996e-01
6.883200000000e-05, 2.051783e-01
6.915200000000e-05, 2.039570e-01
6.947200000000e-05, 2.039570e-01
6.979200000000e-05, 2.039570e-01
7.011200000000e-05, 2.027357e-01
7.043200000000e-05, 2.039570e-01
7.075200000000e-05, 2.039570e-01
7.107200000000e-05, 2.039570e-01
